loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
0,25000,20.03,G,11,MORTGAGE,77652.96,28
0,6000,9.99,B,4,RENT,105000,22
0,9300,,A,0,MORTGAGE,45760,27
0,3600,11.86,B,5,MORTGAGE,87550,24
0,6500,13.49,C,2,RENT,42000,25
0,15000,7.88,A,3,MORTGAGE,62000,38
0,10000,15.23,C,5,RENT,38400,27
0,7000,15.23,C,5,MORTGAGE,42000,21
0,15000,,B,3,MORTGAGE,73000,31
0,6000,11.71,B,2,RENT,37200,21
0,18000,11.71,B,0,RENT,85000,25
0,24000,7.9,A,4,MORTGAGE,115000,23
0,16000,11.71,B,2,RENT,35000,24
0,4650,6.62,A,1,OWN,37000,35
0,15000,12.42,B,,RENT,60000,37
0,5000,11.49,B,1,MORTGAGE,37500,45
0,5400,12.99,C,5,MORTGAGE,45000,27
0,4000,13.35,C,5,RENT,55000,21
0,5000,,B,3,MORTGAGE,72000,22
0,5500,13.23,C,2,MORTGAGE,28800,21
0,10000,7.88,A,2,MORTGAGE,61200,23
0,12000,13.99,C,1,MORTGAGE,36000,44
0,10000,13.48,C,3,RENT,38004,26
0,10000,7.49,A,5,MORTGAGE,100000,29
0,6000,9.99,B,3,OWN,53000,26
0,16000,,B,15,MORTGAGE,70000,23
0,15000,11.11,B,0,RENT,60000,23
0,6000,13.72,C,2,MORTGAGE,68000,30
0,2500,12.68,C,8,MORTGAGE,44400,23
0,3000,5.42,A,30,MORTGAGE,75000,24
0,15000,10.38,B,2,MORTGAGE,75744,24
0,5500,9.91,B,6,MORTGAGE,59000,33
0,6400,15.62,D,0,RENT,38000,34
0,11000,10,B,2,OWN,126996,23
0,12000,6.54,A,1,RENT,33000,32
0,12000,11.49,B,8,MORTGAGE,132750,26
0,8000,5.42,A,12,MORTGAGE,21600,24
0,5000,14.35,C,5,RENT,32004,25
0,8400,7.49,A,0,RENT,60000,23
0,10300,15.99,D,7,MORTGAGE,100000,24
0,5000,10,B,4,RENT,84000,37
0,20000,14.79,C,1,MORTGAGE,92000,39
0,3500,10.74,B,3,RENT,42000,26
0,8000,7.14,A,4,RENT,50000,28
0,11000,10.75,B,2,RENT,48000,22
0,12000,10.74,B,4,RENT,46000,29
0,7000,6.92,A,4,RENT,29736,31
0,8000,,B,5,RENT,48000,23
0,8400,6.62,A,2,RENT,25000,22
0,2000,10.99,B,12,MORTGAGE,48000,26
0,15000,9.99,B,22,MORTGAGE,65000,28
0,6000,6.03,A,1,RENT,84996,24
0,25000,15.95,D,2,RENT,74872,29
0,5000,15.99,D,2,MORTGAGE,24000,23
0,6000,8.9,A,12,MORTGAGE,51600,27
0,20000,10.74,B,3,RENT,155000,31
0,9500,6.62,A,11,MORTGAGE,43000,24
0,2500,7.14,A,2,RENT,39400,32
0,1800,5.42,A,1,RENT,33000,22
0,10000,10.59,B,16,RENT,55000,23
0,3000,5.42,A,8,MORTGAGE,54000,23
0,3500,6.39,A,18,RENT,20004,32
0,8000,7.51,A,1,OWN,24000,22
0,1500,,C,9,RENT,27996,30
0,11200,14.46,D,5,MORTGAGE,57000,25
0,5000,10.65,B,5,RENT,43680,26
0,20000,6.54,A,3,MORTGAGE,219996,31
0,9600,,A,4,RENT,80000,26
0,5500,5.42,A,,OWN,36000,23
0,8500,10.99,B,9,MORTGAGE,62000,25
0,11000,6.91,A,1,RENT,85000,24
0,10000,5.79,A,3,RENT,65000,23
0,16000,11.71,B,12,RENT,40000,29
0,1000,,A,0,RENT,30000,21
0,15000,13.35,C,13,MORTGAGE,118812,22
0,4000,6.17,A,2,RENT,50808,21
0,20000,10.59,B,14,RENT,85000,27
0,9600,11.71,B,14,RENT,24000,25
0,5000,7.51,A,3,RENT,36000,35
0,2000,5.42,A,12,OWN,94500,26
0,25000,9.99,B,3,MORTGAGE,150000,26
0,5000,7.49,A,0,RENT,62000,25
0,4000,6.03,A,1,MORTGAGE,87000,24
0,2350,14.17,C,2,RENT,22000,38
0,10000,6.54,A,5,MORTGAGE,110000,21
0,1500,7.49,A,,RENT,63128,25
0,6400,10.37,B,,RENT,18000,29
0,7125,7.49,A,0,RENT,52000,32
0,4500,13.49,C,6,RENT,36000,30
0,15000,7.49,A,4,RENT,100000,24
0,6625,16.4,E,2,MORTGAGE,36000,33
0,16000,16.77,D,0,MORTGAGE,114000,33
0,11900,7.66,A,2,RENT,35000,23
0,12000,7.66,A,5,MORTGAGE,48000,27
0,7500,7.88,A,,OWN,24000,30
0,4000,17.58,D,3,MORTGAGE,40000,26
0,20000,6.54,A,3,RENT,65000,34
0,14000,6.03,A,25,MORTGAGE,96000,25
0,6000,5.79,A,4,RENT,50000,30
0,25000,15.57,D,4,OWN,70000,28
0,8000,16.02,D,0,OWN,33600,32
0,4900,13.72,C,0,RENT,21600,25
0,20000,6.54,A,2,MORTGAGE,80000,24
0,4500,7.51,A,0,MORTGAGE,36000,22
0,4000,12.42,B,5,RENT,135000,28
0,5200,5.42,A,8,MORTGAGE,48000,32
0,9750,10,B,0,MORTGAGE,46350,25
0,12000,6.54,A,3,MORTGAGE,56000,31
0,12000,5.42,A,11,MORTGAGE,68000,23
0,5000,6.54,A,4,MORTGAGE,33316,25
0,7400,13.11,C,8,MORTGAGE,60000,30
0,1500,10.36,B,5,MORTGAGE,40000,41
0,5000,12.99,C,2,RENT,64000,27
0,4000,5.42,A,1,RENT,50000,23
0,12000,16.49,D,9,RENT,60500,24
0,11200,9.99,B,15,RENT,61000,24
0,5600,15.23,C,16,MORTGAGE,105000,24
0,7600,14.17,C,7,RENT,51996,27
0,4250,6.99,A,8,RENT,35000,24
0,2200,,D,4,RENT,15000,21
0,5000,14.91,D,3,RENT,50000,23
0,4400,8.9,A,2,MORTGAGE,61104,28
0,4000,10.74,B,7,RENT,30000,36
0,15000,8.88,B,5,MORTGAGE,43000,43
0,5000,14.27,C,4,MORTGAGE,85000,40
0,4000,5.99,A,6,MORTGAGE,95000,30
0,14400,14.35,C,2,MORTGAGE,110000,22
0,2100,11.49,B,22,MORTGAGE,54996,23
0,9450,15.62,D,9,RENT,34200,26
0,8800,14.27,C,4,RENT,46000,35
0,12000,11.71,B,2,RENT,80000,22
0,5300,,A,4,RENT,20160,27
0,7500,6.62,A,9,MORTGAGE,140000,45
0,6800,,A,11,MORTGAGE,70000,22
0,1200,16.69,E,9,OWN,30000,25
0,4000,7.51,A,2,RENT,30000,34
0,5000,,B,16,OWN,40000,37
0,5550,5.99,A,8,MORTGAGE,66420,38
0,12000,11.86,B,1,MORTGAGE,45000,34
0,15000,20.25,F,6,RENT,50880,32
0,14400,7.49,A,15,OWN,50000,26
0,14400,10,B,2,MORTGAGE,50000,23
0,3500,8.49,A,18,MORTGAGE,42000,27
0,28000,,A,8,RENT,56950,22
0,17400,11.71,B,5,RENT,133000,24
0,8500,,D,18,MORTGAGE,46500,34
0,7500,,C,6,RENT,51000,22
0,3000,11.49,B,9,RENT,43949,23
0,7000,14.35,C,10,RENT,19200,21
0,12000,6.92,A,5,RENT,91200,34
0,16000,16.4,E,4,RENT,110000,38
0,5000,6.92,A,3,RENT,24000,25
0,6000,11.99,B,2,OWN,19200,33
0,18000,12.99,C,20,MORTGAGE,60000,22
0,1500,13.99,C,,RENT,8400,24
0,7500,7.88,A,3,MORTGAGE,40800,26
0,6250,6.76,A,9,MORTGAGE,65000,23
0,5000,13.23,C,4,RENT,75000,50
0,6000,15.23,C,2,RENT,28800,30
0,6000,7.9,A,7,RENT,175000,28
0,7500,11.86,B,5,MORTGAGE,57000,22
0,15000,6.54,A,15,MORTGAGE,59500,30
0,12000,12.61,C,8,OWN,63996,29
0,2800,10.37,B,5,RENT,46800,22
0,7200,5.79,A,3,RENT,60000,42
0,10000,14.79,C,5,MORTGAGE,70000,23
0,24000,5.99,A,,MORTGAGE,70000,28
0,5000,15.62,D,8,MORTGAGE,60000,26
0,8050,14.72,C,1,RENT,67000,27
0,15000,6.92,A,6,RENT,72000,26
0,25000,16.07,D,11,RENT,134000,24
0,11000,15.28,D,3,RENT,41280,24
0,10000,5.99,A,5,MORTGAGE,50004,29
0,10000,10.99,B,3,MORTGAGE,123000,55
0,8500,7.51,A,3,MORTGAGE,78000,24
0,14400,12.42,B,5,OWN,48000,33
0,9000,12.23,C,9,OWN,60000,29
0,3600,5.42,A,19,MORTGAGE,78000,24
0,5000,7.51,A,4,RENT,82150,33
0,10000,5.79,A,5,RENT,60000,33
0,16000,,B,3,OWN,55000,24
0,8000,11.49,B,9,RENT,54590,27
0,11000,13.06,C,0,MORTGAGE,95000,28
0,4000,9.99,B,8,MORTGAGE,54000,24
0,4800,8.49,A,0,RENT,33600,38
0,23500,14.72,C,5,RENT,58704,28
0,4800,7.88,A,0,RENT,80000,49
0,8325,6.62,A,1,RENT,19000,32
0,4000,7.51,A,3,RENT,40000,21
0,7500,19.69,E,3,MORTGAGE,175000,31
0,1000,15.27,C,17,MORTGAGE,53000,22
0,8000,10.59,B,0,RENT,41600,24
0,14000,10.37,B,4,RENT,46800,23
0,1500,12.42,B,0,RENT,63000,25
0,4000,5.79,A,3,RENT,48000,26
0,4000,5.79,A,3,MORTGAGE,70000,32
0,4200,10.37,B,0,RENT,35000,24
0,10000,7.29,A,5,RENT,99000,26
0,10225,,C,4,RENT,50000,28
0,6000,12.42,B,7,OWN,26000,34
0,10000,16.89,D,43,RENT,49000,38
0,12000,,E,7,RENT,55555,22
0,2000,18.3,F,7,RENT,60000,22
0,5300,8.9,A,4,RENT,36000,32
0,26800,,E,13,MORTGAGE,82000,42
0,8000,10.99,B,5,RENT,27996,30
0,6000,5.79,A,15,MORTGAGE,102500,28
0,10000,7.51,A,2,MORTGAGE,69077,22
0,4900,9.91,B,8,RENT,43000,27
0,12000,14.83,D,3,OWN,40000,25
0,8000,10.36,B,16,MORTGAGE,90000,23
0,7800,15.62,D,7,RENT,43955.48,23
0,6000,10.99,B,8,MORTGAGE,56000,29
0,11800,13.99,C,5,RENT,94000,22
0,4975,10.59,B,1,MORTGAGE,80000,30
0,7200,7.9,A,2,RENT,75000,29
0,4900,9.99,B,0,RENT,51630,24
0,9750,18.25,D,,RENT,25000,28
0,12250,10.37,B,1,RENT,25960,23
0,7000,8.9,A,2,RENT,33000,31
0,14000,13.23,C,4,MORTGAGE,64000,22
0,3000,13.61,C,0,MORTGAGE,34000,29
0,2400,5.99,A,4,RENT,95000,24
0,4000,10.59,B,1,RENT,50000,28
0,7200,8.9,A,1,MORTGAGE,85000,26
0,12500,9.62,B,1,RENT,110000,24
0,10000,7.51,A,2,RENT,45000,22
0,5500,10.74,B,19,MORTGAGE,60000,25
0,7500,7.49,A,0,MORTGAGE,125000,28
0,1700,10.38,B,12,OWN,34800,24
0,25000,10.36,B,9,MORTGAGE,93600,21
0,12000,13.98,C,5,OWN,56004,22
0,2875,7.49,A,0,RENT,66000,26
0,10200,,B,13,MORTGAGE,126000,25
0,23000,11.99,B,0,RENT,65000,24
0,4000,7.49,A,0,MORTGAGE,67000,24
0,2400,7.66,A,18,MORTGAGE,49000,23
0,12000,7.66,A,0,RENT,45000,25
0,12000,9.91,B,6,MORTGAGE,100000,25
0,14000,10.65,B,2,RENT,56000,27
0,9000,7.14,A,3,MORTGAGE,25000,24
0,3000,10.99,B,5,RENT,85000,22
0,2000,11.12,B,,OWN,11520,21
0,4000,9.99,B,3,RENT,12360,37
0,3500,10.65,B,7,MORTGAGE,55000,33
0,5000,16.07,D,2,RENT,28000,29
0,5000,7.51,A,,OWN,22584,30
0,7000,14.84,D,4,RENT,72700,25
0,18000,13.98,C,16,RENT,81000,23
0,2500,,B,0,RENT,42500,21
0,2125,8.9,A,,RENT,43000,26
0,11000,11.86,B,9,RENT,69996,24
0,6700,10.99,B,3,RENT,25700,33
0,20000,14.96,D,7,MORTGAGE,79894,29
0,6000,6.17,A,11,MORTGAGE,81000,28
0,9250,10.75,B,2,OWN,27996,23
0,20000,7.88,A,15,MORTGAGE,225000,28
0,5000,,A,,MORTGAGE,70000,26
0,6000,5.42,A,21,MORTGAGE,85000,30
0,15000,10.25,B,5,MORTGAGE,50000,22
0,20000,10.38,B,27,RENT,51000,24
0,4000,10.59,B,7,MORTGAGE,37000,37
0,11000,5.42,A,14,MORTGAGE,105000,24
0,12000,11.99,B,0,MORTGAGE,85000,22
0,5000,15.99,D,3,MORTGAGE,55000,25
0,4500,10.74,B,0,RENT,50000,43
0,12000,8.9,A,6,RENT,100000,58
0,7500,11.49,B,20,MORTGAGE,102000,41
0,10000,7.29,A,0,MORTGAGE,105600,27
0,5100,11.86,B,5,RENT,47133,29
0,1500,15.96,C,13,MORTGAGE,97000,42
0,15000,11.86,B,3,RENT,84000,28
0,8000,9.25,B,2,RENT,60400,23
0,10000,,A,4,RENT,67202,30
0,24000,14.84,D,3,RENT,62400,22
0,10000,11.86,B,16,MORTGAGE,77256,39
0,2000,5.79,A,8,MORTGAGE,44000,24
0,6000,12.42,B,6,RENT,37500,22
0,5000,11.71,B,17,MORTGAGE,170000,24
0,3000,10,B,5,RENT,34008,23
0,3000,15.33,D,13,MORTGAGE,42000,30
0,2400,11.99,B,19,RENT,70000,34
0,18000,8.49,A,1,MORTGAGE,51996,21
0,2000,7.49,A,3,RENT,40800,27
0,8000,6.99,A,5,OWN,22000,28
0,11000,12.42,B,1,RENT,85000,52
0,4000,,D,4,MORTGAGE,46002,21
0,10800,18.79,E,2,RENT,50400,22
0,7000,7.29,A,3,MORTGAGE,84000,27
0,30000,12.42,B,2,RENT,80000,29
0,24000,17.43,E,0,RENT,65712,31
0,2300,15.33,D,2,RENT,14000,23
0,5000,13.99,C,5,MORTGAGE,48000,23
0,9200,12.42,B,2,RENT,60000,27
0,16000,16.69,E,3,RENT,135000,24
0,35000,15.99,D,22,MORTGAGE,140000,31
0,17000,14.35,C,14,MORTGAGE,103000,23
0,5000,7.51,A,4,MORTGAGE,50000,22
0,10000,16.89,D,1,MORTGAGE,54000,29
0,20000,6.91,A,16,MORTGAGE,165000,21
0,3600,,C,18,MORTGAGE,120000,48
0,4600,9.62,B,14,RENT,150000,32
0,7000,11.99,B,3,RENT,52000,28
0,20000,9.99,B,3,RENT,160000,26
0,12000,6.03,A,6,MORTGAGE,243600,24
0,24000,,F,7,RENT,110000,22
0,5000,6.03,A,3,RENT,54590,28
0,7000,6.92,A,5,RENT,55000,36
0,12000,7.49,A,1,MORTGAGE,65000,25
0,6000,11.49,B,4,RENT,70000,23
0,7000,6.03,A,16,MORTGAGE,80000,26
0,20000,14.65,C,4,MORTGAGE,90000,23
0,4800,5.99,A,8,MORTGAGE,110000,30
0,3000,6.99,A,0,RENT,65000,22
0,7500,6.54,A,14,RENT,59000,23
0,11000,7.51,A,8,RENT,48000,25
0,10000,7.51,A,8,OWN,115000,24
0,9000,,B,18,OWN,24864,25
0,3000,11.71,B,5,RENT,46000,43
0,3600,11.36,B,4,RENT,50000,24
0,3000,,B,23,RENT,30000,22
0,9000,10.38,B,7,RENT,31200,24
0,23500,13.49,C,0,MORTGAGE,48000,25
0,27000,,D,0,RENT,85399,24
0,11800,6.03,A,4,MORTGAGE,102500,26
0,7000,17.58,D,3,RENT,52800,22
0,20000,12.99,C,2,MORTGAGE,150000,40
0,5400,11.11,B,2,RENT,40000,32
0,25000,5.99,A,4,RENT,50000,25
0,9600,9.62,B,2,MORTGAGE,55000,27
0,25000,8.9,A,4,RENT,60000,31
0,8250,7.51,A,,MORTGAGE,31500,25
0,7000,13.99,C,0,RENT,90000,24
0,35000,7.29,A,0,RENT,250000,33
0,6500,7.66,A,0,RENT,21000,33
0,8000,10.74,B,3,OWN,75996,29
0,9600,14.27,C,6,MORTGAGE,156000,26
0,7800,16.77,D,6,RENT,78000,26
0,3000,,C,0,OWN,12000,25
0,9000,15.27,C,12,MORTGAGE,68000,22
0,3000,13.43,C,5,MORTGAGE,21000,38
0,1300,5.79,A,8,MORTGAGE,70000,27
0,7000,5.79,A,5,RENT,48000,26
0,16000,9.63,B,4,MORTGAGE,172000,33
0,13500,5.99,A,0,RENT,185000,26
0,5500,10.37,B,5,MORTGAGE,100000,38
0,10000,5.79,A,18,MORTGAGE,79000,25
0,2100,13.43,C,5,RENT,60000,22
0,8000,12.99,C,5,RENT,30000,26
0,3000,5.42,A,1,RENT,36000,35
0,3000,7.88,A,1,RENT,57000,24
0,21600,6.91,A,11,MORTGAGE,128000,22
0,14000,7.49,A,17,MORTGAGE,89000,25
0,5000,,A,8,RENT,60996,24
0,8000,7.88,A,7,RENT,54000,24
0,7000,10.75,B,1,RENT,120000,23
0,9825,7.9,A,13,OWN,50000,26
0,4000,5.42,A,5,MORTGAGE,54000,24
0,15000,11.12,B,18,RENT,65000,23
0,5400,10,B,3,RENT,30000,26
0,12000,6.03,A,5,MORTGAGE,36000,37
0,9000,10.25,B,6,OWN,37000,25
0,4000,11.49,B,0,RENT,63000,21
0,11700,10.74,B,0,MORTGAGE,45192,21
0,1200,15.58,D,5,RENT,40000,21
0,2000,11.49,B,5,RENT,32000,26
0,6000,15.96,C,9,OWN,44000,24
0,16000,15.99,D,3,MORTGAGE,150000,33
0,6500,5.42,A,,OWN,36000,24
0,6000,12.87,C,11,MORTGAGE,43200,26
0,6000,6.91,A,5,RENT,33600,30
0,9000,17.06,E,5,RENT,40000,23
0,6200,,D,3,RENT,30000,22
0,1500,15.99,D,0,RENT,36996,24
0,4000,10.65,B,13,MORTGAGE,300000,30
0,4400,11.49,B,2,MORTGAGE,26400,22
0,4000,,D,2,RENT,45000,24
0,22400,,B,12,MORTGAGE,110000,28
0,12000,14.84,D,5,MORTGAGE,72000,22
0,3300,7.88,A,10,MORTGAGE,67000,35
0,4200,,A,1,MORTGAGE,67000,27
0,1000,15.27,C,6,RENT,38000,26
0,6400,7.9,A,4,MORTGAGE,95000,22
0,6000,6.62,A,8,MORTGAGE,25000,33
0,4000,13.49,C,30,RENT,70000,24
0,8000,5.99,A,18,MORTGAGE,60000,29
0,6000,6.99,A,5,MORTGAGE,59000,25
0,6000,15.62,D,8,MORTGAGE,90000,25
0,10000,10.99,B,19,MORTGAGE,59000,22
0,22000,15.96,C,5,MORTGAGE,73000,22
0,7000,6.54,A,4,MORTGAGE,37500,26
0,6000,16.49,D,7,MORTGAGE,51200,29
0,6000,5.99,A,6,MORTGAGE,24996,28
0,10000,5.99,A,23,RENT,84000,23
0,4000,10.99,B,5,MORTGAGE,52800,22
0,4025,6.76,A,3,RENT,54000,24
0,5500,12.69,B,4,MORTGAGE,96000,22
0,30000,15.99,D,7,RENT,90000,36
0,9000,,A,6,RENT,40800,31
0,8950,6.17,A,0,RENT,34600,25
0,7000,7.49,A,0,MORTGAGE,120000,27
0,3900,,A,0,RENT,78000,37
0,2000,5.42,A,2,RENT,37000,24
0,18000,9.25,B,2,RENT,39996,23
0,2900,9.91,B,0,RENT,31200,26
0,16000,15.7,D,8,RENT,70000,30
0,1500,19.41,F,6,RENT,33600,26
0,12000,13.61,C,6,RENT,99996,28
0,5200,11.71,B,4,RENT,54000,23
0,7000,9.62,B,4,MORTGAGE,60000,26
0,6000,7.51,A,5,RENT,40000,22
0,5325,14.27,C,5,RENT,32000,21
0,4750,7.9,A,,MORTGAGE,30000,28
0,18000,14.79,C,3,RENT,125000,22
0,24000,7.9,A,4,RENT,85000,32
0,10000,5.79,A,0,MORTGAGE,80000,25
0,7200,,A,1,RENT,82060.56,30
0,6400,,A,1,RENT,46300,22
0,6800,20.3,E,7,RENT,80000,24
0,6400,11.71,B,3,MORTGAGE,37000,23
0,30000,17.99,E,6,RENT,79000,26
0,5000,14.72,C,22,MORTGAGE,44991.48,29
0,35000,8.9,A,12,MORTGAGE,144000,28
0,3500,7.29,A,,RENT,8400,26
0,5400,15.21,D,12,RENT,64617,22
0,3000,5.42,A,5,MORTGAGE,130000,25
0,16000,11.99,B,26,MORTGAGE,69600,33
0,6600,10.59,B,0,RENT,60000,22
0,8000,6.76,A,12,MORTGAGE,107364,28
0,21600,14.35,C,2,RENT,63000,26
0,7200,7.66,A,2,RENT,35000,28
0,2400,12.69,B,30,MORTGAGE,72000,23
0,16000,8.9,A,4,MORTGAGE,50000,31
0,5000,9.99,B,6,RENT,31577.6,35
0,10000,10.99,B,1,RENT,145000,26
0,8650,11.49,B,5,RENT,69000,22
0,5600,8.49,A,0,RENT,63000,23
0,3000,6.99,A,1,RENT,24000,64
0,8000,16.02,D,4,MORTGAGE,112000,30
0,10200,15.21,D,13,RENT,50004,22
0,3000,14.79,C,5,MORTGAGE,30000,22
0,2200,11.49,B,11,MORTGAGE,50123,28
0,20000,13.61,C,2,RENT,48000,36
0,2000,14.79,C,0,OWN,14400,33
0,8600,7.66,A,0,RENT,40000,22
0,34000,14.79,C,2,MORTGAGE,250000,37
0,12500,11.49,B,4,RENT,60000,24
0,7000,10.59,B,2,RENT,52000,25
0,6000,9.25,B,0,RENT,26780,25
0,12000,16.77,E,9,MORTGAGE,160000,24
0,5000,14.09,D,2,OWN,74004,24
0,15000,7.88,A,9,RENT,42500,29
0,3000,10.59,B,3,RENT,18000,22
0,12000,11.36,B,8,RENT,54000,23
0,5000,,A,1,RENT,100000,24
0,12000,14.91,D,5,RENT,94140,31
0,12000,,A,16,MORTGAGE,75500,22
0,10000,10.65,B,24,MORTGAGE,104000,27
0,5500,7.88,A,9,MORTGAGE,65000,23
0,5400,7.9,A,5,MORTGAGE,38000,23
0,18000,7.51,A,19,MORTGAGE,95004,25
0,6000,7.49,A,41,MORTGAGE,65000,43
0,13800,11.99,B,23,RENT,80600,25
0,8000,6.76,A,11,MORTGAGE,110000,24
0,6500,10.25,B,7,RENT,66000,25
0,25000,11.12,B,10,MORTGAGE,400000,29
0,8000,5.79,A,4,RENT,54996,30
0,2250,8.49,A,0,RENT,18000,28
0,2000,10.59,B,2,MORTGAGE,28800,28
0,18000,14.54,D,2,RENT,72000,24
0,15000,8.9,A,3,MORTGAGE,50000,24
0,16000,5.79,A,0,RENT,170000,27
0,12000,5.79,A,11,MORTGAGE,101004,36
0,6300,14.35,C,0,RENT,30000,23
0,8000,12.98,C,12,RENT,60228,23
0,4600,6.03,A,0,RENT,27864,23
0,17200,14.27,C,0,RENT,75000,29
0,20000,6.54,A,7,MORTGAGE,140000,24
0,5000,9.91,B,1,RENT,31000,30
0,16000,6.62,A,4,MORTGAGE,97000,23
0,15000,17.56,E,4,RENT,45000,33
0,6000,15.27,C,17,RENT,49000,27
0,6000,13.06,C,19,MORTGAGE,120000,23
0,35000,13.8,C,1,MORTGAGE,122000,25
0,8000,16.29,D,10,RENT,63000,28
0,1500,8.49,A,,MORTGAGE,35376,28
0,17200,7.51,A,4,MORTGAGE,50000,26
0,25000,10.99,B,12,RENT,110000,37
0,8500,10.65,B,13,RENT,60353,34
0,12000,7.9,A,5,RENT,26000,24
0,9500,,A,10,RENT,70000,33
0,3000,13.99,C,15,MORTGAGE,39000,25
0,4000,10.74,B,2,RENT,28800,40
0,16725,10.74,B,5,MORTGAGE,69638.4,27
0,4000,12.42,B,1,RENT,36000,28
0,5000,5.79,A,13,OWN,65000,21
0,6000,6.62,A,18,MORTGAGE,60000,22
0,8000,15.95,D,5,RENT,49992,24
0,16000,14.35,C,10,OWN,70000,23
0,22000,9.25,B,5,RENT,76597,24
0,8000,12.42,B,4,RENT,160000,27
0,2000,7.9,A,1,RENT,61000,26
0,20000,8.88,B,5,MORTGAGE,84996,32
0,1675,6.54,A,0,RENT,46300,23
0,3000,11.71,B,2,RENT,56312,33
0,2350,7.88,A,7,RENT,40080,37
0,10000,6.62,A,,RENT,20000,22
0,6000,,A,16,RENT,46200,21
0,2400,15.99,D,0,RENT,36069,27
0,15000,6.17,A,4,RENT,60000,24
0,3600,6.54,A,2,MORTGAGE,68000,26
0,5000,15.27,C,1,MORTGAGE,60000,25
0,6500,8.49,A,0,RENT,30000,33
0,2000,14.17,C,5,OWN,25000,25
0,24000,7.49,A,0,RENT,150000,23
0,20000,9.88,B,38,MORTGAGE,106000,53
0,1500,6.54,A,5,MORTGAGE,75000,25
0,4800,,A,8,MORTGAGE,46576,27
0,14825,12.69,B,8,MORTGAGE,75000,22
0,9600,14.91,D,0,RENT,36000,24
0,12000,12.42,B,24,RENT,88000,26
0,8000,6.99,A,3,MORTGAGE,70000,25
0,12000,6.54,A,2,MORTGAGE,55000,22
0,15000,11.14,B,19,MORTGAGE,130000,25
0,10000,5.79,A,0,RENT,40000,24
0,12000,6.62,A,7,MORTGAGE,50000,35
0,1425,10.37,B,3,MORTGAGE,39750,30
0,10000,5.99,A,23,RENT,59600,24
0,1500,11.11,B,4,RENT,28452,31
0,35000,12.42,B,,MORTGAGE,185000,24
0,3600,6.99,A,5,RENT,55000,33
0,16000,7.88,A,6,MORTGAGE,75000,39
0,2500,6.76,A,3,MORTGAGE,40000,21
0,12000,7.91,A,3,RENT,52000,30
0,7000,12.99,C,6,MORTGAGE,60000,23
0,8500,6.17,A,,RENT,26000,22
0,5500,11.11,B,12,RENT,25000,32
0,18000,7.9,A,15,MORTGAGE,68000,33
0,5000,5.79,A,0,MORTGAGE,86400,28
0,10000,11.99,B,5,RENT,75000,36
0,5000,9.63,B,2,MORTGAGE,50000,43
0,12000,6.91,A,7,MORTGAGE,45000,27
0,25000,,B,10,MORTGAGE,133119,25
0,1500,10.37,B,7,MORTGAGE,80000,22
0,7500,13.49,C,,RENT,38400,33
0,4100,11.99,B,1,RENT,48000,22
0,14000,6.03,A,6,MORTGAGE,124000,33
0,4000,,B,3,MORTGAGE,30000,29
0,7500,11.49,B,3,MORTGAGE,40000,22
0,3500,7.9,A,7,MORTGAGE,61440,35
0,4200,8.9,A,4,RENT,47500,24
0,13500,9.91,B,7,RENT,38000,21
0,8000,7.51,A,11,MORTGAGE,115000,27
0,9100,,A,11,MORTGAGE,42000,25
0,8000,7.51,A,6,RENT,24996,35
0,6200,6.17,A,2,RENT,12000,32
0,8500,14.83,D,3,OWN,50000,28
0,9000,14.79,C,1,MORTGAGE,65100,23
0,5000,7.9,A,0,RENT,53000,22
0,5000,10.65,B,10,RENT,24000,33
0,15000,10.59,B,9,RENT,105000,31
0,4800,10.65,B,17,MORTGAGE,100000,25
0,5000,15.62,D,,OWN,75000,29
0,4800,18.79,E,38,MORTGAGE,99996,30
0,5000,6.03,A,11,MORTGAGE,148350,40
0,3200,7.51,A,0,MORTGAGE,48000,23
0,6000,,B,6,RENT,61104,22
0,10000,10,B,4,MORTGAGE,90000,25
0,7200,9.99,B,9,MORTGAGE,79700,26
0,12000,7.88,A,13,RENT,100000,30
0,3500,11.71,B,0,RENT,33000,21
0,5500,,B,1,RENT,33280,25
0,4800,7.9,A,5,RENT,47664,21
0,1000,14.91,D,,RENT,11808,27
0,6000,9.25,B,8,MORTGAGE,90000,22
0,13000,9.91,B,1,RENT,37000,27
0,14000,6.03,A,6,RENT,105000,37
0,9600,,C,0,RENT,51000,25
0,25000,11.49,B,7,MORTGAGE,300000,37
0,6600,11.49,B,11,MORTGAGE,66000,25
0,12000,10.99,B,1,RENT,30000,22
0,4000,9.91,B,14,RENT,48000,22
0,12000,14.27,C,0,RENT,40320,22
0,8000,14.84,D,4,RENT,25000,27
0,7200,7.88,A,22,MORTGAGE,40200,21
0,5400,7.51,A,3,MORTGAGE,36000,26
0,25000,10.36,B,4,RENT,150000,23
0,10000,6.99,A,7,MORTGAGE,200000,28
0,2200,13.49,C,5,OWN,80000,24
0,22200,12.69,B,14,RENT,225000,45
0,12000,10.75,B,19,RENT,56000,21
0,1000,7.9,A,1,RENT,35000,46
0,30000,17.58,D,23,MORTGAGE,78252,35
0,4000,10,B,6,RENT,72000,32
0,18250,14.83,D,,RENT,55200,25
0,19725,9.99,B,12,MORTGAGE,57000,24
0,5000,5.42,A,3,RENT,34000,31
